listing_id,price,nbhood_full,formatted_price,formatted_borough,formatted_nbhood,
827719,60 dollars,"Brooklyn, Clinton Hill",$60.00,Brooklyn, Clinton Hill,
854253,60 dollars,"Brooklyn, Flatbush",$60.00,Brooklyn, Flatbush,
880424,60 dollars,"Brooklyn, Prospect-Lefferts Gardens",$60.00,Brooklyn, Prospect-Lefferts Gardens,
888905,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
929032,60 dollars,"Brooklyn, Vinegar Hill",$60.00,Brooklyn, Vinegar Hill,
1028263,60 dollars,"Manhattan, East Village",$60.00,Manhattan, East Village,
1056185,60 dollars,"Brooklyn, East Flatbush",$60.00,Brooklyn, East Flatbush,
1063554,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
1068505,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
1121502,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
1148279,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
1226176,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
1241905,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
1278784,60 dollars,"Bronx, Mott Haven",$60.00,Bronx, Mott Haven,
1291490,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
1445250,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
1467392,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
1490223,60 dollars,"Bronx, Port Morris",$60.00,Bronx, Port Morris,
1700471,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
1791105,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
1813829,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
1919766,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
1987546,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
2061725,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
2093455,60 dollars,"Queens, Ridgewood",$60.00,Queens, Ridgewood,
2331154,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
2677779,60 dollars,"Queens, Jackson Heights",$60.00,Queens, Jackson Heights,
2867115,60 dollars,"Queens, Sunnyside",$60.00,Queens, Sunnyside,
2896760,60 dollars,"Queens, Ditmars Steinway",$60.00,Queens, Ditmars Steinway,
2942732,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
3240838,60 dollars,"Manhattan, Kips Bay",$60.00,Manhattan, Kips Bay,
3441130,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
3970701,60 dollars,"Brooklyn, East Flatbush",$60.00,Brooklyn, East Flatbush,
4033521,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
4303600,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
4378816,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
4671824,60 dollars,"Bronx, Highbridge",$60.00,Bronx, Highbridge,
4846754,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
4925368,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
4968817,60 dollars,"Queens, Forest Hills",$60.00,Queens, Forest Hills,
5004463,60 dollars,"Brooklyn, Midwood",$60.00,Brooklyn, Midwood,
5052495,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
5061309,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
5194812,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
5251340,60 dollars,"Brooklyn, Columbia St",$60.00,Brooklyn, Columbia St,
5418807,60 dollars,"Queens, Bayswater",$60.00,Queens, Bayswater,
5588253,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
5593725,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
5762947,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
5856685,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
5899598,60 dollars,"Staten Island, St. George",$60.00,Staten Island, St. George,
6084475,60 dollars,"Queens, Long Island City",$60.00,Queens, Long Island City,
6303845,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
6304002,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
6364807,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
6461245,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
6559453,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
6613106,60 dollars,"Brooklyn, Park Slope",$60.00,Brooklyn, Park Slope,
6992831,60 dollars,"Brooklyn, Flatbush",$60.00,Brooklyn, Flatbush,
7037918,60 dollars,"Queens, East Elmhurst",$60.00,Queens, East Elmhurst,
7547481,60 dollars,"Brooklyn, Prospect-Lefferts Gardens",$60.00,Brooklyn, Prospect-Lefferts Gardens,
7749472,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
7837816,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
7851219,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7854307,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7858673,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7870258,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7873655,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7886635,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7901635,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
7911437,60 dollars,"Queens, Maspeth",$60.00,Queens, Maspeth,
7979237,60 dollars,"Brooklyn, Prospect Heights",$60.00,Brooklyn, Prospect Heights,
8192443,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
8210379,60 dollars,"Brooklyn, Prospect Heights",$60.00,Brooklyn, Prospect Heights,
8321236,60 dollars,"Brooklyn, Brownsville",$60.00,Brooklyn, Brownsville,
8400115,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
8470281,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
8532358,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
8588621,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
8611817,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
8683858,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
8894773,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
8914109,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
8994058,60 dollars,"Brooklyn, East Flatbush",$60.00,Brooklyn, East Flatbush,
9049607,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
9362344,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
9410580,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
9434495,60 dollars,"Brooklyn, Midwood",$60.00,Brooklyn, Midwood,
9452728,60 dollars,"Queens, Middle Village",$60.00,Queens, Middle Village,
9476397,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
9550620,60 dollars,"Queens, Middle Village",$60.00,Queens, Middle Village,
9614969,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
9652949,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
9786543,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
9826628,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
9921802,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
10088612,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
10088636,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
10230429,60 dollars,"Queens, Springfield Gardens",$60.00,Queens, Springfield Gardens,
10280549,60 dollars,"Brooklyn, Flatbush",$60.00,Brooklyn, Flatbush,
10748040,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
11008081,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
11023993,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
11295457,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
11315999,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
11778761,60 dollars,"Bronx, Longwood",$60.00,Bronx, Longwood,
12038773,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
12132772,60 dollars,"Bronx, Longwood",$60.00,Bronx, Longwood,
12134113,60 dollars,"Bronx, Longwood",$60.00,Bronx, Longwood,
12153428,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
12220661,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
12231254,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
12233692,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
12299794,60 dollars,"Brooklyn, Cypress Hills",$60.00,Brooklyn, Cypress Hills,
12301028,60 dollars,"Brooklyn, Cypress Hills",$60.00,Brooklyn, Cypress Hills,
12425266,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
12433088,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
12446548,60 dollars,"Brooklyn, South Slope",$60.00,Brooklyn, South Slope,
12493291,60 dollars,"Queens, Jackson Heights",$60.00,Queens, Jackson Heights,
12567868,60 dollars,"Manhattan, East Village",$60.00,Manhattan, East Village,
12583907,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
12590964,60 dollars,"Brooklyn, Clinton Hill",$60.00,Brooklyn, Clinton Hill,
12602212,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
12622845,60 dollars,"Queens, Sunnyside",$60.00,Queens, Sunnyside,
12710376,60 dollars,"Queens, Jackson Heights",$60.00,Queens, Jackson Heights,
12813068,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
12856720,60 dollars,"Queens, Long Island City",$60.00,Queens, Long Island City,
12932670,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
12973288,60 dollars,"Queens, Maspeth",$60.00,Queens, Maspeth,
13076592,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
13129533,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
13328405,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
13633299,60 dollars,"Brooklyn, Flatbush",$60.00,Brooklyn, Flatbush,
13761271,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
13772589,60 dollars,"Brooklyn, Brighton Beach",$60.00,Brooklyn, Brighton Beach,
14092217,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
14115645,60 dollars,"Queens, Cambria Heights",$60.00,Queens, Cambria Heights,
14149046,60 dollars,"Queens, Jamaica",$60.00,Queens, Jamaica,
14300750,60 dollars,"Brooklyn, East New York",$60.00,Brooklyn, East New York,
14322182,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
14489615,60 dollars,"Queens, Jamaica",$60.00,Queens, Jamaica,
14594286,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
14648556,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
14694588,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
14696542,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
14726498,60 dollars,"Manhattan, Inwood",$60.00,Manhattan, Inwood,
14817571,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
14914048,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
14918238,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
15004091,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
15041647,60 dollars,"Queens, Corona",$60.00,Queens, Corona,
15095589,60 dollars,"Brooklyn, Sunset Park",$60.00,Brooklyn, Sunset Park,
15164526,60 dollars,"Brooklyn, Sunset Park",$60.00,Brooklyn, Sunset Park,
15166520,60 dollars,"Brooklyn, Sunset Park",$60.00,Brooklyn, Sunset Park,
15303092,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
15789023,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
15874648,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
15930602,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
15940176,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
16170544,60 dollars,"Manhattan, Chelsea",$60.00,Manhattan, Chelsea,
16171868,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
16233577,60 dollars,"Queens, Springfield Gardens",$60.00,Queens, Springfield Gardens,
16298763,60 dollars,"Queens, Ridgewood",$60.00,Queens, Ridgewood,
16350688,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
16368328,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
16368793,60 dollars,"Queens, Ridgewood",$60.00,Queens, Ridgewood,
16381393,60 dollars,"Bronx, Concourse",$60.00,Bronx, Concourse,
16465638,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
16497297,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
16523132,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
16534157,60 dollars,"Brooklyn, Midwood",$60.00,Brooklyn, Midwood,
16570975,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
16620082,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
16766855,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
16771876,60 dollars,"Bronx, Soundview",$60.00,Bronx, Soundview,
16796255,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
16814803,60 dollars,"Bronx, Fordham",$60.00,Bronx, Fordham,
16844707,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
16962435,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
16974219,60 dollars,"Queens, Elmhurst",$60.00,Queens, Elmhurst,
17045788,60 dollars,"Bronx, Fordham",$60.00,Bronx, Fordham,
17073870,60 dollars,"Staten Island, Arrochar",$60.00,Staten Island, Arrochar,
17638709,60 dollars,"Brooklyn, Park Slope",$60.00,Brooklyn, Park Slope,
17669867,60 dollars,"Manhattan, Inwood",$60.00,Manhattan, Inwood,
17731335,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
17765395,60 dollars,"Queens, Bayside",$60.00,Queens, Bayside,
17832970,60 dollars,"Brooklyn, Brighton Beach",$60.00,Brooklyn, Brighton Beach,
17858824,60 dollars,"Brooklyn, Clinton Hill",$60.00,Brooklyn, Clinton Hill,
17866018,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
17880254,60 dollars,"Bronx, Kingsbridge",$60.00,Bronx, Kingsbridge,
18077746,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
18110654,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
18188904,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
18198575,60 dollars,"Brooklyn, Prospect-Lefferts Gardens",$60.00,Brooklyn, Prospect-Lefferts Gardens,
18271718,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
18313864,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
18394653,60 dollars,"Brooklyn, East Flatbush",$60.00,Brooklyn, East Flatbush,
18402330,60 dollars,"Bronx, Parkchester",$60.00,Bronx, Parkchester,
18476851,60 dollars,"Brooklyn, Bensonhurst",$60.00,Brooklyn, Bensonhurst,
18486868,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
18493375,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
18543400,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
18609316,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
18612976,60 dollars,"Brooklyn, Brownsville",$60.00,Brooklyn, Brownsville,
18688150,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
18719129,60 dollars,"Queens, Rego Park",$60.00,Queens, Rego Park,
18721209,60 dollars,"Bronx, Wakefield",$60.00,Bronx, Wakefield,
18876580,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
18897119,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
18984088,60 dollars,"Bronx, Kingsbridge",$60.00,Bronx, Kingsbridge,
18994965,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
19032635,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
19119686,60 dollars,"Bronx, Highbridge",$60.00,Bronx, Highbridge,
19138138,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
19163361,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
19175819,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
19226897,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
19271040,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
19273138,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
19306176,60 dollars,"Manhattan, Morningside Heights",$60.00,Manhattan, Morningside Heights,
19311346,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
19344750,60 dollars,"Brooklyn, South Slope",$60.00,Brooklyn, South Slope,
19348588,60 dollars,"Manhattan, Washington Heights",$60.00,Manhattan, Washington Heights,
19362485,60 dollars,"Queens, Briarwood",$60.00,Queens, Briarwood,
19459082,60 dollars,"Manhattan, East Village",$60.00,Manhattan, East Village,
19466277,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
19470886,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
19530778,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
19555750,60 dollars,"Manhattan, Chinatown",$60.00,Manhattan, Chinatown,
19660760,60 dollars,"Queens, Arverne",$60.00,Queens, Arverne,
19662812,60 dollars,"Queens, Fresh Meadows",$60.00,Queens, Fresh Meadows,
19686426,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
19696674,60 dollars,"Brooklyn, Prospect Heights",$60.00,Brooklyn, Prospect Heights,
19736798,60 dollars,"Manhattan, Inwood",$60.00,Manhattan, Inwood,
19744503,60 dollars,"Queens, Richmond Hill",$60.00,Queens, Richmond Hill,
19769328,60 dollars,"Queens, Richmond Hill",$60.00,Queens, Richmond Hill,
19786915,60 dollars,"Queens, Rosedale",$60.00,Queens, Rosedale,
19801154,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
19845074,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
19915939,60 dollars,"Queens, Ditmars Steinway",$60.00,Queens, Ditmars Steinway,
19932387,60 dollars,"Queens, Bellerose",$60.00,Queens, Bellerose,
19993084,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20001006,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
20013531,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
20111383,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
20115612,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
20130471,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20155838,60 dollars,"Queens, Sunnyside",$60.00,Queens, Sunnyside,
20164923,60 dollars,"Brooklyn, Clinton Hill",$60.00,Brooklyn, Clinton Hill,
20194913,60 dollars,"Queens, Fresh Meadows",$60.00,Queens, Fresh Meadows,
20195496,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20208354,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20284463,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
20356865,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
20457624,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
20479197,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
20479960,60 dollars,"Queens, Forest Hills",$60.00,Queens, Forest Hills,
20493318,60 dollars,"Brooklyn, East New York",$60.00,Brooklyn, East New York,
20530264,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20584333,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20743305,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
20746887,60 dollars,"Manhattan, Inwood",$60.00,Manhattan, Inwood,
20788041,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
20830442,60 dollars,"Bronx, Claremont Village",$60.00,Bronx, Claremont Village,
20886923,60 dollars,"Queens, Kew Gardens",$60.00,Queens, Kew Gardens,
20887992,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
20927619,60 dollars,"Queens, Ditmars Steinway",$60.00,Queens, Ditmars Steinway,
20933848,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
20984142,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
20999025,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21020862,60 dollars,"Bronx, Williamsbridge",$60.00,Bronx, Williamsbridge,
21058648,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
21107481,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21108401,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
21149773,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21178032,60 dollars,"Queens, Flushing",$60.00,Queens, Flushing,
21233255,60 dollars,"Manhattan, Lower East Side",$60.00,Manhattan, Lower East Side,
21295951,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
21384768,60 dollars,"Queens, Astoria",$60.00,Queens, Astoria,
21426105,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
21431963,60 dollars,"Manhattan, Upper West Side",$60.00,Manhattan, Upper West Side,
21437509,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
21485026,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21549850,60 dollars,"Brooklyn, Park Slope",$60.00,Brooklyn, Park Slope,
21593310,60 dollars,"Queens, East Elmhurst",$60.00,Queens, East Elmhurst,
21627791,60 dollars,"Manhattan, Upper West Side",$60.00,Manhattan, Upper West Side,
21628066,60 dollars,"Manhattan, Upper West Side",$60.00,Manhattan, Upper West Side,
21630372,60 dollars,"Queens, Jackson Heights",$60.00,Queens, Jackson Heights,
21660214,60 dollars,"Queens, Forest Hills",$60.00,Queens, Forest Hills,
21722921,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
21724762,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
21726826,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
21738084,60 dollars,"Brooklyn, Williamsburg",$60.00,Brooklyn, Williamsburg,
21785354,60 dollars,"Brooklyn, Prospect Heights",$60.00,Brooklyn, Prospect Heights,
21802923,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21805468,60 dollars,"Brooklyn, East Flatbush",$60.00,Brooklyn, East Flatbush,
21850427,60 dollars,"Queens, Ridgewood",$60.00,Queens, Ridgewood,
21868424,60 dollars,"Brooklyn, Prospect Heights",$60.00,Brooklyn, Prospect Heights,
21938049,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21948571,60 dollars,"Brooklyn, Prospect-Lefferts Gardens",$60.00,Brooklyn, Prospect-Lefferts Gardens,
21964596,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
21965119,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
21999647,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
22020298,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
22031905,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
22058586,60 dollars,"Brooklyn, Prospect-Lefferts Gardens",$60.00,Brooklyn, Prospect-Lefferts Gardens,
22081938,60 dollars,"Manhattan, East Harlem",$60.00,Manhattan, East Harlem,
22339218,60 dollars,"Brooklyn, Bushwick",$60.00,Brooklyn, Bushwick,
22339967,60 dollars,"Manhattan, Upper East Side",$60.00,Manhattan, Upper East Side,
22362691,60 dollars,"Queens, Glendale",$60.00,Queens, Glendale,
22400368,60 dollars,"Bronx, Longwood",$60.00,Bronx, Longwood,
22446079,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
22496369,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
22503477,60 dollars,"Brooklyn, Bedford-Stuyvesant",$60.00,Brooklyn, Bedford-Stuyvesant,
22543061,60 dollars,"Brooklyn, Greenpoint",$60.00,Brooklyn, Greenpoint,
22636145,60 dollars,"Queens, Sunnyside",$60.00,Queens, Sunnyside,
22703004,60 dollars,"Queens, Ridgewood",$60.00,Queens, Ridgewood,
22811207,60 dollars,"Manhattan, Harlem",$60.00,Manhattan, Harlem,
22830789,60 dollars,"Queens, Woodside",$60.00,Queens, Woodside,
22885310,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
22919133,60 dollars,"Brooklyn, Crown Heights",$60.00,Brooklyn, Crown Heights,
